Commodity,Date,Unit,Minimum,Maximum,Average
Potato White,2022-06-28,KG,35.0,36.0,35.5
Tomato Small(Local),2022-06-28,KG,45.0,50.0,47.5
Tomato Small(Tunnel),2022-06-28,KG,50.0,55.0,52.5
Onion Dry (Indian),2022-06-29,KG,38.0,40.0,39.0
Onion Green,2022-06-29,KG,200.0,220.0,210.0
Potato Red,2022-06-29,KG,48.0,50.0,49.0
Potato Red(Indian),2022-06-29,KG,35.0,36.0,35.5
Potato Red(Mude),2022-06-29,KG,38.0,40.0,39.33
Potato White,2022-06-29,KG,38.0,40.0,39.0
Tomato Big(Indian),2022-06-29,KG,110.0,120.0,115.0
Tomato Small(Local),2022-06-29,KG,45.0,50.0,47.5
Tomato Small(Tunnel),2022-06-29,KG,58.0,63.0,61.2
Onion Dry (Indian),2022-06-30,KG,38.0,40.0,39.0
Onion Green,2022-06-30,KG,250.0,300.0,283.33
Potato Red,2022-06-30,KG,48.0,50.0,49.0
Potato Red(Indian),2022-06-30,KG,36.0,38.0,37.0
Potato Red(Mude),2022-06-30,KG,38.0,40.0,39.33
Potato White,2022-06-30,KG,38.0,40.0,39.33
Tomato Big(Indian),2022-06-30,KG,110.0,120.0,116.67
Tomato Big(Nepali),2022-06-30,KG,90.0,100.0,96.67
Tomato Small(Local),2022-06-30,KG,60.0,65.0,62.5
Tomato Small(Tunnel),2022-06-30,KG,72.0,77.0,75.2
Onion Dry (Indian),2022-07-01,KG,38.0,40.0,39.2
Onion Green,2022-07-01,KG,220.0,250.0,235.0
Potato Red,2022-07-01,KG,48.0,50.0,49.0
Potato Red(Indian),2022-07-01,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-01,KG,38.0,40.0,39.2
Potato White,2022-07-01,KG,38.0,40.0,39.33
Tomato Big(Indian),2022-07-01,KG,110.0,120.0,116.67
Tomato Big(Nepali),2022-07-01,KG,90.0,100.0,96.67
Tomato Small(Local),2022-07-01,KG,40.0,45.0,42.0
Tomato Small(Tunnel),2022-07-01,KG,67.0,72.0,70.2
Onion Dry (Indian),2022-07-02,KG,38.0,40.0,39.0
Onion Green,2022-07-02,KG,220.0,250.0,240.0
Potato Red,2022-07-02,KG,48.0,50.0,49.2
Potato Red(Indian),2022-07-02,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-02,KG,40.0,41.0,40.67
Potato White,2022-07-02,KG,39.0,40.0,39.5
Tomato Big(Indian),2022-07-02,KG,110.0,120.0,116.67
Tomato Big(Nepali),2022-07-02,KG,90.0,100.0,96.67
Tomato Small(Local),2022-07-02,KG,50.0,55.0,53.33
Tomato Small(Tunnel),2022-07-02,KG,63.0,68.0,65.4
Onion Dry (Indian),2022-07-03,KG,40.0,41.0,40.33
Onion Green,2022-07-03,KG,220.0,250.0,235.0
Potato Red,2022-07-03,KG,45.0,52.0,48.33
Potato Red(Indian),2022-07-03,KG,37.0,39.0,38.0
Potato Red(Mude),2022-07-03,KG,40.0,41.0,40.67
Potato White,2022-07-03,KG,39.0,41.0,40.0
Tomato Big(Indian),2022-07-03,KG,110.0,120.0,115.0
Tomato Big(Nepali),2022-07-03,KG,90.0,100.0,95.0
Tomato Small(Local),2022-07-03,KG,50.0,55.0,52.33
Tomato Small(Tunnel),2022-07-03,KG,52.0,58.0,55.0
Onion Dry (Indian),2022-07-04,KG,38.0,40.0,39.2
Onion Green,2022-07-04,KG,220.0,250.0,240.0
Potato Red,2022-07-04,KG,53.0,55.0,54.0
Potato Red(Indian),2022-07-04,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-04,KG,40.0,42.0,40.8
Potato White,2022-07-04,KG,40.0,42.0,41.33
Tomato Big(Indian),2022-07-04,KG,110.0,120.0,115.0
Tomato Big(Nepali),2022-07-04,KG,80.0,90.0,85.0
Tomato Small(Local),2022-07-04,KG,50.0,55.0,52.5
Tomato Small(Tunnel),2022-07-04,KG,58.0,65.0,62.0
Onion Dry (Indian),2022-07-05,KG,38.0,40.0,39.0
Onion Green,2022-07-05,KG,250.0,300.0,283.33
Potato Red,2022-07-05,KG,54.0,55.0,54.6
Potato Red(Indian),2022-07-05,KG,38.0,39.0,38.5
Potato Red(Mude),2022-07-05,KG,40.0,41.0,40.5
Potato White,2022-07-05,KG,42.0,43.0,42.67
Tomato Big(Indian),2022-07-05,KG,90.0,100.0,95.0
Tomato Big(Nepali),2022-07-05,KG,70.0,80.0,75.0
Tomato Small(Local),2022-07-05,KG,55.0,60.0,58.0
Tomato Small(Tunnel),2022-07-05,KG,60.0,65.0,63.4
Onion Dry (Indian),2022-07-06,KG,38.0,40.0,39.0
Onion Green,2022-07-06,KG,250.0,300.0,283.33
Potato Red,2022-07-06,KG,53.0,55.0,54.0
Potato Red(Indian),2022-07-06,KG,37.0,39.0,38.2
Potato Red(Mude),2022-07-06,KG,38.0,40.0,39.0
Potato White,2022-07-06,KG,42.0,43.0,42.5
Tomato Big(Indian),2022-07-06,KG,90.0,100.0,95.0
Tomato Big(Nepali),2022-07-06,KG,80.0,90.0,86.67
Tomato Small(Local),2022-07-06,KG,50.0,55.0,52.5
Tomato Small(Tunnel),2022-07-06,KG,60.0,65.0,62.5
Onion Dry (Indian),2022-07-07,KG,38.0,40.0,39.0
Onion Green,2022-07-07,KG,250.0,300.0,283.33
Potato Red,2022-07-07,KG,54.0,55.0,54.6
Potato Red(Indian),2022-07-07,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-07,KG,40.0,41.0,40.5
Potato White,2022-07-07,KG,42.0,43.0,42.67
Tomato Big(Indian),2022-07-07,KG,90.0,100.0,95.0
Tomato Big(Nepali),2022-07-07,KG,70.0,80.0,76.67
Tomato Small(Local),2022-07-07,KG,50.0,55.0,52.5
Tomato Small(Tunnel),2022-07-07,KG,58.0,63.0,61.2
Onion Dry (Indian),2022-07-08,KG,38.0,40.0,39.0
Onion Green,2022-07-08,KG,250.0,300.0,283.33
Potato Red,2022-07-08,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-08,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-08,KG,38.0,40.0,39.0
Potato White,2022-07-08,KG,43.0,45.0,44.0
Tomato Big(Indian),2022-07-08,KG,80.0,90.0,86.67
Tomato Big(Nepali),2022-07-08,KG,60.0,70.0,66.67
Tomato Small(Local),2022-07-08,KG,50.0,55.0,52.5
Tomato Small(Tunnel),2022-07-08,KG,53.0,58.0,56.0
Onion Dry (Indian),2022-07-09,KG,38.0,40.0,39.0
Onion Green,2022-07-09,KG,280.0,300.0,293.33
Potato Red,2022-07-09,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-09,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-09,KG,38.0,40.0,39.0
Potato White,2022-07-09,KG,42.0,43.0,42.67
Tomato Big(Indian),2022-07-09,KG,70.0,80.0,73.33
Tomato Big(Nepali),2022-07-09,KG,60.0,70.0,66.67
Tomato Small(Indian),2022-07-09,KG,50.0,55.0,52.5
Tomato Small(Local),2022-07-09,KG,50.0,55.0,52.5
Tomato Small(Tunnel),2022-07-09,KG,50.0,55.0,52.5
Onion Dry (Indian),2022-07-10,KG,38.0,40.0,39.0
Onion Green,2022-07-10,KG,240.0,250.0,245.0
Potato Red,2022-07-10,KG,54.0,55.0,54.33
Potato Red(Indian),2022-07-10,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-10,KG,40.0,42.0,41.0
Tomato Big(Indian),2022-07-10,KG,70.0,80.0,75.0
Tomato Big(Nepali),2022-07-10,KG,55.0,65.0,60.0
Tomato Small(Indian),2022-07-10,KG,40.0,45.0,42.33
Tomato Small(Local),2022-07-10,KG,40.0,45.0,42.33
Tomato Small(Tunnel),2022-07-10,KG,42.0,48.0,45.0
Onion Dry (Indian),2022-07-11,KG,38.0,40.0,39.0
Onion Green,2022-07-11,KG,250.0,300.0,283.33
Potato Red,2022-07-11,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-11,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-11,KG,38.0,40.0,39.0
Potato White,2022-07-11,KG,42.0,43.0,42.67
Tomato Big(Indian),2022-07-11,KG,70.0,80.0,75.0
Tomato Big(Nepali),2022-07-11,KG,60.0,70.0,65.0
Tomato Small(Local),2022-07-11,KG,35.0,40.0,37.5
Tomato Small(Tunnel),2022-07-11,KG,40.0,45.0,42.5
Onion Dry (Indian),2022-07-12,KG,38.0,40.0,39.0
Onion Green,2022-07-12,KG,250.0,280.0,270.0
Potato Red,2022-07-12,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-12,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-12,KG,38.0,40.0,39.0
Potato White,2022-07-12,KG,42.0,43.0,42.67
Tomato Big(Indian),2022-07-12,KG,60.0,70.0,66.67
Tomato Big(Nepali),2022-07-12,KG,60.0,70.0,65.0
Tomato Small(Local),2022-07-12,KG,25.0,30.0,27.5
Tomato Small(Tunnel),2022-07-12,KG,32.0,37.0,35.6
Onion Dry (Indian),2022-07-13,KG,38.0,40.0,38.8
Onion Green,2022-07-13,KG,220.0,250.0,240.0
Potato Red,2022-07-13,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-13,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-13,KG,38.0,40.0,39.0
Potato White,2022-07-13,KG,42.0,43.0,42.5
Tomato Big(Indian),2022-07-13,KG,50.0,60.0,54.0
Tomato Small(Local),2022-07-13,KG,25.0,30.0,27.5
Tomato Small(Tunnel),2022-07-13,KG,35.0,40.0,38.0
Onion Dry (Indian),2022-07-14,KG,38.0,40.0,39.0
Onion Green,2022-07-14,KG,220.0,250.0,235.0
Potato Red,2022-07-14,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-14,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-14,KG,40.0,42.0,41.0
Potato White,2022-07-14,KG,42.0,44.0,43.0
Tomato Big(Indian),2022-07-14,KG,50.0,60.0,55.0
Tomato Small(Local),2022-07-14,KG,25.0,30.0,28.33
Tomato Small(Tunnel),2022-07-14,KG,35.0,40.0,38.0
Onion Dry (Indian),2022-07-15,KG,38.0,40.0,39.0
Onion Green,2022-07-15,KG,220.0,250.0,235.0
Potato Red,2022-07-15,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-15,KG,37.0,38.0,37.5
Potato Red(Mude),2022-07-15,KG,40.0,42.0,41.0
Potato White,2022-07-15,KG,42.0,44.0,43.0
Tomato Big(Nepali),2022-07-15,KG,50.0,60.0,55.0
Tomato Small(Local),2022-07-15,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-07-15,KG,37.0,42.0,40.2
Onion Dry (Indian),2022-07-16,KG,38.0,40.0,39.0
Onion Green,2022-07-16,KG,240.0,250.0,245.0
Potato Red,2022-07-16,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-16,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-16,KG,42.0,43.0,42.67
Potato White,2022-07-16,KG,42.0,43.0,42.67
Tomato Big(Indian),2022-07-16,KG,55.0,60.0,58.0
Tomato Small(Local),2022-07-16,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-07-16,KG,40.0,45.0,43.8
Onion Dry (Indian),2022-07-17,KG,38.0,40.0,39.0
Onion Green,2022-07-17,KG,240.0,250.0,245.0
Potato Red,2022-07-17,KG,53.0,55.0,54.0
Potato Red(Indian),2022-07-17,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-17,KG,42.0,44.0,43.0
Potato White,2022-07-17,KG,42.0,44.0,43.0
Tomato Big(Indian),2022-07-17,KG,55.0,65.0,60.0
Tomato Small(Local),2022-07-17,KG,30.0,40.0,35.0
Tomato Small(Tunnel),2022-07-17,KG,42.0,47.0,45.0
Onion Dry (Indian),2022-07-18,KG,38.0,40.0,39.0
Onion Green,2022-07-18,KG,300.0,350.0,325.0
Potato Red,2022-07-18,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-18,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-18,KG,44.0,45.0,44.5
Potato White,2022-07-18,KG,44.0,45.0,44.5
Tomato Big(Indian),2022-07-18,KG,60.0,70.0,66.67
Tomato Small(Local),2022-07-18,KG,45.0,50.0,47.5
Tomato Small(Tunnel),2022-07-18,KG,47.0,52.0,50.2
Onion Dry (Indian),2022-07-19,KG,38.0,40.0,39.0
Onion Green,2022-07-19,KG,300.0,350.0,325.0
Potato Red,2022-07-19,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-19,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-19,KG,44.0,45.0,44.5
Potato White,2022-07-19,KG,44.0,45.0,44.5
Tomato Big(Indian),2022-07-19,KG,60.0,70.0,65.0
Tomato Small(Local),2022-07-19,KG,40.0,45.0,42.5
Tomato Small(Tunnel),2022-07-19,KG,47.0,52.0,50.2
Onion Dry (Indian),2022-07-20,KG,37.0,40.0,38.0
Onion Green,2022-07-20,KG,250.0,280.0,265.0
Potato Red,2022-07-20,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-20,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-20,KG,45.0,48.0,47.0
Potato White,2022-07-20,KG,45.0,48.0,46.5
Tomato Big(Indian),2022-07-20,KG,60.0,70.0,66.67
Tomato Small(Local),2022-07-20,KG,40.0,45.0,42.5
Tomato Small(Tunnel),2022-07-20,KG,43.0,48.0,46.4
Onion Dry (Indian),2022-07-21,KG,38.0,40.0,39.0
Onion Green,2022-07-21,KG,240.0,250.0,245.0
Potato Red,2022-07-21,KG,54.0,55.0,54.5
Potato Red(Indian),2022-07-21,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-21,KG,50.0,52.0,51.0
Potato White,2022-07-21,KG,48.0,50.0,49.0
Tomato Big(Indian),2022-07-21,KG,60.0,70.0,66.67
Tomato Small(Local),2022-07-21,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-07-21,KG,37.0,42.0,40.2
Onion Dry (Indian),2022-07-22,KG,37.0,38.0,37.5
Onion Green,2022-07-22,KG,220.0,250.0,235.0
Potato Red,2022-07-22,KG,55.0,56.0,55.5
Potato Red(Indian),2022-07-22,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-22,KG,50.0,52.0,51.0
Potato White,2022-07-22,KG,48.0,50.0,49.33
Tomato Big(Indian),2022-07-22,KG,70.0,80.0,76.67
Tomato Small(Local),2022-07-22,KG,25.0,30.0,28.33
Tomato Small(Tunnel),2022-07-22,KG,33.0,38.0,35.8
Onion Dry (Indian),2022-07-23,KG,36.0,38.0,37.0
Onion Green,2022-07-23,KG,250.0,280.0,270.0
Potato Red,2022-07-23,KG,56.0,58.0,57.0
Potato Red(Indian),2022-07-23,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-23,KG,50.0,52.0,51.0
Potato White,2022-07-23,KG,50.0,52.0,51.0
Tomato Big(Indian),2022-07-23,KG,60.0,70.0,65.0
Tomato Small(Local),2022-07-23,KG,25.0,30.0,27.5
Tomato Small(Tunnel),2022-07-23,KG,33.0,38.0,35.8
Onion Dry (Chinese),2022-07-24,KG,35.0,40.0,37.67
Onion Green,2022-07-24,KG,280.0,300.0,290.0
Potato Red,2022-07-24,KG,58.0,60.0,59.0
Potato Red(Indian),2022-07-24,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-24,KG,50.0,55.0,52.67
Potato White,2022-07-24,KG,50.0,52.0,51.0
Tomato Big(Indian),2022-07-24,KG,60.0,70.0,65.0
Tomato Small(Local),2022-07-24,KG,30.0,35.0,32.67
Tomato Small(Tunnel),2022-07-24,KG,35.0,40.0,37.67
Onion Dry (Indian),2022-07-25,KG,36.0,38.0,37.0
Onion Green,2022-07-25,KG,220.0,250.0,240.0
Potato Red,2022-07-25,KG,55.0,60.0,58.2
Potato Red(Indian),2022-07-25,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-25,KG,50.0,52.0,51.0
Potato White,2022-07-25,KG,47.0,48.0,47.5
Tomato Big(Indian),2022-07-25,KG,70.0,80.0,76.67
Tomato Big(Nepali),2022-07-25,KG,60.0,70.0,65.0
Tomato Small(Local),2022-07-25,KG,35.0,40.0,37.5
Tomato Small(Tunnel),2022-07-25,KG,40.0,45.0,42.5
Onion Dry (Indian),2022-07-26,KG,36.0,38.0,37.0
Onion Green,2022-07-26,KG,220.0,250.0,235.0
Potato Red,2022-07-26,KG,58.0,60.0,59.0
Potato Red(Indian),2022-07-26,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-26,KG,50.0,52.0,51.0
Potato White,2022-07-26,KG,48.0,50.0,49.0
Tomato Big(Indian),2022-07-26,KG,70.0,80.0,76.67
Tomato Big(Nepali),2022-07-26,KG,60.0,70.0,66.67
Tomato Small(Local),2022-07-26,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-07-26,KG,40.0,45.0,43.4
Onion Dry (Indian),2022-07-27,KG,36.0,38.0,37.0
Onion Green,2022-07-27,KG,220.0,250.0,235.0
Potato Red,2022-07-27,KG,58.0,60.0,59.0
Potato Red(Indian),2022-07-27,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-27,KG,50.0,52.0,51.0
Potato White,2022-07-27,KG,48.0,50.0,49.0
Tomato Big(Indian),2022-07-27,KG,70.0,80.0,75.0
Tomato Big(Nepali),2022-07-27,KG,65.0,70.0,67.5
Tomato Small(Local),2022-07-27,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-07-27,KG,40.0,45.0,42.5
Onion Dry (Indian),2022-07-28,KG,36.0,38.0,37.0
Onion Green,2022-07-28,KG,220.0,250.0,240.0
Potato Red,2022-07-28,KG,58.0,60.0,59.0
Potato Red(Indian),2022-07-28,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-28,KG,52.0,54.0,53.0
Potato White,2022-07-28,KG,40.0,45.0,42.5
Tomato Big(Indian),2022-07-28,KG,70.0,80.0,75.0
Tomato Small(Local),2022-07-28,KG,35.0,40.0,37.5
Tomato Small(Tunnel),2022-07-28,KG,40.0,45.0,43.4
Onion Dry (Indian),2022-07-29,KG,35.0,36.0,35.6
Onion Green,2022-07-29,KG,200.0,220.0,210.0
Potato Red,2022-07-29,KG,58.0,60.0,59.0
Potato Red(Indian),2022-07-29,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-29,KG,50.0,52.0,51.0
Potato White,2022-07-29,KG,45.0,48.0,46.5
Tomato Big(Indian),2022-07-29,KG,70.0,80.0,75.0
Tomato Small(Local),2022-07-29,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-07-29,KG,40.0,45.0,43.2
Onion Dry (Indian),2022-07-30,KG,35.0,36.0,35.5
Onion Green,2022-07-30,KG,200.0,220.0,213.33
Potato Red,2022-07-30,KG,58.0,60.0,59.0
Potato Red(Indian),2022-07-30,KG,36.0,38.0,37.0
Potato Red(Mude),2022-07-30,KG,52.0,55.0,53.5
Potato White,2022-07-30,KG,45.0,48.0,46.5
Tomato Big(Indian),2022-07-30,KG,70.0,80.0,75.0
Tomato Small(Local),2022-07-30,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-07-30,KG,33.0,38.0,36.0
Onion Dry (Indian),2022-07-31,KG,35.0,38.0,36.33
Onion Green,2022-07-31,KG,220.0,250.0,235.0
Potato Red,2022-07-31,KG,58.0,60.0,59.0
Potato Red(Indian),2022-07-31,KG,38.0,40.0,39.0
Potato Red(Mude),2022-07-31,KG,52.0,55.0,53.33
Potato White,2022-07-31,KG,45.0,48.0,46.33
Tomato Big(Indian),2022-07-31,KG,70.0,80.0,75.0
Tomato Small(Local),2022-07-31,KG,25.0,30.0,27.67
Tomato Small(Tunnel),2022-07-31,KG,30.0,35.0,32.67
Onion Dry (Indian),2022-08-01,KG,35.0,36.0,35.5
Onion Green,2022-08-01,KG,180.0,200.0,193.33
Potato Red,2022-08-01,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-01,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-01,KG,50.0,52.0,51.0
Potato White,2022-08-01,KG,46.0,48.0,47.0
Tomato Big(Indian),2022-08-01,KG,40.0,45.0,42.5
Tomato Small(Local),2022-08-01,KG,25.0,30.0,27.5
Tomato Small(Tunnel),2022-08-01,KG,28.0,33.0,31.0
Onion Dry (Indian),2022-08-02,KG,35.0,37.0,36.0
Onion Green,2022-08-02,KG,240.0,250.0,245.0
Potato Red,2022-08-02,KG,58.0,60.0,59.2
Potato Red(Indian),2022-08-02,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-02,KG,50.0,52.0,51.2
Potato White,2022-08-02,KG,45.0,48.0,46.5
Tomato Big(Indian),2022-08-02,KG,40.0,45.0,42.5
Tomato Small(Local),2022-08-02,KG,22.0,27.0,24.4
Tomato Small(Tunnel),2022-08-02,KG,28.0,33.0,31.2
Onion Dry (Indian),2022-08-03,KG,35.0,37.0,36.0
Onion Green,2022-08-03,KG,180.0,200.0,193.33
Potato Red,2022-08-03,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-03,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-03,KG,52.0,55.0,54.0
Potato White,2022-08-03,KG,45.0,48.0,46.5
Tomato Big(Indian),2022-08-03,KG,40.0,45.0,42.5
Tomato Big(Nepali),2022-08-03,KG,40.0,45.0,42.5
Tomato Small(Local),2022-08-03,KG,22.0,26.0,24.4
Tomato Small(Tunnel),2022-08-03,KG,28.0,33.0,31.2
Onion Dry (Indian),2022-08-04,KG,36.0,37.0,36.4
Onion Green,2022-08-04,KG,200.0,220.0,210.0
Potato Red,2022-08-04,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-04,KG,37.0,38.0,37.6
Potato Red(Mude),2022-08-04,KG,52.0,55.0,53.5
Tomato Big(Indian),2022-08-04,KG,40.0,45.0,42.5
Tomato Big(Nepali),2022-08-04,KG,40.0,45.0,42.5
Tomato Small(Local),2022-08-04,KG,22.0,26.0,24.4
Tomato Small(Tunnel),2022-08-04,KG,28.0,33.0,31.2
Onion Dry (Indian),2022-08-05,KG,36.0,38.0,37.0
Onion Green,2022-08-05,KG,180.0,200.0,190.0
Potato Red,2022-08-05,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-05,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-05,KG,52.0,55.0,53.5
Potato White,2022-08-05,KG,50.0,52.0,51.0
Tomato Big(Indian),2022-08-05,KG,50.0,60.0,56.0
Tomato Big(Nepali),2022-08-05,KG,45.0,50.0,47.5
Tomato Small(Local),2022-08-05,KG,25.0,30.0,27.5
Tomato Small(Tunnel),2022-08-05,KG,35.0,40.0,38.0
Onion Dry (Indian),2022-08-06,KG,36.0,38.0,37.0
Onion Green,2022-08-06,KG,180.0,200.0,193.33
Potato Red,2022-08-06,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-06,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-06,KG,52.0,55.0,53.5
Potato White,2022-08-06,KG,50.0,52.0,51.0
Tomato Big(Indian),2022-08-06,KG,50.0,55.0,52.5
Tomato Big(Nepali),2022-08-06,KG,55.0,60.0,57.5
Tomato Small(Local),2022-08-06,KG,35.0,40.0,37.5
Tomato Small(Tunnel),2022-08-06,KG,40.0,45.0,43.4
Onion Dry (Indian),2022-08-07,KG,38.0,40.0,39.0
Onion Green,2022-08-07,KG,220.0,250.0,235.0
Potato Red,2022-08-07,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-07,KG,38.0,40.0,39.0
Potato Red(Mude),2022-08-07,KG,53.0,55.0,54.0
Potato White,2022-08-07,KG,50.0,52.0,51.0
Tomato Big(Indian),2022-08-07,KG,50.0,60.0,55.0
Tomato Big(Nepali),2022-08-07,KG,50.0,60.0,55.0
Tomato Small(Local),2022-08-07,KG,30.0,40.0,35.0
Tomato Small(Tunnel),2022-08-07,KG,40.0,45.0,42.33
Onion Dry (Indian),2022-08-08,KG,36.0,38.0,37.0
Onion Green,2022-08-08,KG,220.0,250.0,235.0
Potato Red,2022-08-08,KG,63.0,65.0,64.2
Potato Red(Indian),2022-08-08,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-08,KG,52.0,55.0,54.0
Tomato Big(Indian),2022-08-08,KG,60.0,70.0,65.0
Tomato Big(Nepali),2022-08-08,KG,55.0,60.0,57.5
Tomato Small(Local),2022-08-08,KG,28.0,33.0,30.6
Tomato Small(Tunnel),2022-08-08,KG,38.0,43.0,41.2
Onion Dry (Indian),2022-08-09,KG,36.0,38.0,37.0
Onion Green,2022-08-09,KG,140.0,150.0,146.67
Potato Red,2022-08-09,KG,60.0,62.0,61.0
Potato Red(Indian),2022-08-09,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-09,KG,52.0,55.0,53.5
Tomato Big(Indian),2022-08-09,KG,60.0,70.0,65.0
Tomato Big(Nepali),2022-08-09,KG,55.0,65.0,60.0
Tomato Small(Local),2022-08-09,KG,35.0,40.0,37.5
Tomato Small(Tunnel),2022-08-09,KG,42.0,47.0,45.6
Onion Dry (Indian),2022-08-10,KG,36.0,38.0,37.0
Onion Green,2022-08-10,KG,250.0,260.0,256.67
Potato Red,2022-08-10,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-10,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-10,KG,54.0,56.0,55.0
Tomato Big(Indian),2022-08-10,KG,60.0,70.0,65.0
Tomato Big(Nepali),2022-08-10,KG,55.0,60.0,57.5
Tomato Small(Local),2022-08-10,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-08-10,KG,40.0,45.0,42.8
Onion Dry (Indian),2022-08-11,KG,36.0,38.0,37.0
Onion Green,2022-08-11,KG,200.0,220.0,213.33
Potato Red,2022-08-11,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-11,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-11,KG,52.0,55.0,54.0
Tomato Big(Indian),2022-08-11,KG,70.0,80.0,76.67
Tomato Big(Nepali),2022-08-11,KG,60.0,70.0,65.0
Tomato Small(Local),2022-08-11,KG,30.0,35.0,32.5
Tomato Small(Tunnel),2022-08-11,KG,40.0,45.0,42.6
Onion Dry (Indian),2022-08-12,KG,36.0,38.0,37.0
Onion Green,2022-08-12,KG,250.0,300.0,283.33
Potato Red,2022-08-12,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-12,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-12,KG,54.0,56.0,55.0
Tomato Big(Indian),2022-08-12,KG,65.0,70.0,67.5
Tomato Big(Nepali),2022-08-12,KG,65.0,70.0,67.0
Tomato Small(Local),2022-08-12,KG,25.0,30.0,28.0
Tomato Small(Tunnel),2022-08-12,KG,40.0,45.0,43.4
Onion Dry (Indian),2022-08-13,KG,36.0,38.0,37.0
Onion Green,2022-08-13,KG,280.0,300.0,293.33
Potato Red,2022-08-13,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-13,KG,36.0,38.0,37.0
Potato Red(Mude),2022-08-13,KG,54.0,56.0,55.0
Tomato Big(Indian),2022-08-13,KG,60.0,65.0,62.5
Tomato Big(Nepali),2022-08-13,KG,50.0,55.0,53.0
Tomato Small(Local),2022-08-13,KG,25.0,30.0,27.5
Tomato Small(Tunnel),2022-08-13,KG,37.0,42.0,40.2
Onion Dry (Indian),2022-08-14,KG,36.0,38.0,37.0
Onion Green,2022-08-14,KG,300.0,300.0,300.0
Potato Red,2022-08-14,KG,58.0,60.0,59.0
Potato Red(Indian),2022-08-14,KG,38.0,40.0,39.0
Potato Red(Mude),2022-08-14,KG,55.0,58.0,56.33
Tomato Big(Indian),2022-08-14,KG,60.0,65.0,62.33
Tomato Big(Nepali),2022-08-14,KG,50.0,53.0,51.67
